Compactness,Major_Axis_Length,Extent,Area,class
0.6534,535.9052,0.659,96291,1
0.6568,506.0224,0.6412,86746,1
0.63,518.2639,0.6045,83732,1
0.6726,468.9107,0.756,78119,1
0.6697,530.3301,0.6941,99069,1
0.6625,453.641,0.7559,70932,1
0.6749,587.8352,0.7694,123618,1
0.6544,469.9465,0.7523,74286,1
0.7317,460.6576,0.7332,89233,1
0.6909,464.2944,0.754,80807,1
0.6812,467.0341,0.7499,79494,1
0.6688,415.3024,0.7376,60594,1
0.6767,503.1001,0.7607,91025,1
0.6425,503.9784,0.7501,82345,1
0.5963,526.9045,0.5362,77538,1
0.6823,516.1685,0.7435,97419,1
0.7058,515.5793,0.6669,104017,1
0.7764,429.4243,0.7421,87310,1
0.7138,419.0631,0.6901,70284,1
0.6078,596.0492,0.7239,103085,1
0.6528,571.8699,0.73,109454,1
0.6841,536.2754,0.7333,105708,1
0.6799,425.1754,0.6594,65641,1
0.6742,464.8045,0.7429,77116,1
0.6985,412.1801,0.7054,65098,1
0.6536,515.7186,0.5553,89243,1
0.6373,519.6086,0.7314,86117,1
0.5899,512.1025,0.6389,71665,1
0.7212,392.8086,0.7457,63038,1
0.6851,421.3851,0.7277,65457,1
0.65,536.2348,0.7424,95428,1
0.6934,476.6678,0.7386,85791,1
0.607,509.586,0.6187,75155,1
0.6322,461.8297,0.6702,66954,1
0.6229,543.0948,0.5199,89885,1
0.6719,556.3331,0.7579,109729,1
0.6271,523.4148,0.7652,84606,1
0.6685,526.3997,0.7595,97268,1
0.6229,464.8675,0.5549,65846,1
0.6888,512.0015,0.6428,97672,1
0.6739,538.8849,0.6055,103579,1
0.7431,410.5248,0.749,73090,1
0.6158,515.6061,0.5387,79174,1
0.6323,572.6104,0.744,102952,1
0.6209,480.1733,0.7155,69814,1
0.6894,479.2658,0.7618,85734,1
0.7074,518.0797,0.74,105505,1
0.7095,513.6124,0.7336,104300,1
0.6713,509.9649,0.7526,92034,1
0.6495,543.6489,0.7594,97914,1
0.653,535.8372,0.7532,96171,1
0.6409,488.001,0.7431,76815,1
0.6539,500.2555,0.762,84036,1
0.6933,520.3049,0.7502,102193,1
0.676,497.9698,0.7038,88996,1
0.7046,529.2401,0.7777,109222,1
0.6644,436.801,0.588,66153,1
0.6622,539.9668,0.765,100429,1
0.6675,536.2517,0.7181,100629,1
0.6602,463.0614,0.6879,73411,1
0.6464,465.5208,0.772,71127,1
0.7127,398.502,0.6739,63348,1
0.7812,401.8104,0.73,77381,1
0.6644,514.1696,0.7463,91647,1
0.6818,457.0414,0.7641,76269,1
0.6475,446.2805,0.7247,65584,1
0.6333,511.3022,0.5347,82357,1
0.6888,516.8871,0.7554,99560,1
0.6647,520.3565,0.7405,93970,1
0.6555,541.8463,0.6469,99088,1
0.7301,404.2331,0.735,68402,1
0.6433,497.6262,0.7518,80490,1
0.5996,506.64,0.7564,72478,1
0.615,516.8827,0.5277,79364,1
0.6329,555.2955,0.6919,97013,1
0.6737,503.54,0.7623,90377,1
0.6302,484.0746,0.7691,73092,1
0.6464,561.6831,0.7492,103529,1
0.6091,578.8667,0.737,97634,1
0.6458,477.8444,0.7218,74790,1
0.7281,489.2537,0.7591,99668,1
0.6313,492.2179,0.7435,75833,1
0.6083,526.0404,0.7336,80412,1
0.6771,463.4398,0.664,77335,1
0.6462,575.5842,0.7392,108661,1
0.6547,443.1698,0.7262,66125,1
0.6628,532.3676,0.7546,97790,1
0.6712,531.6863,0.7453,100034,1
0.7307,392.3542,0.7475,64555,1
0.7258,437.6951,0.7652,79254,1
0.6833,456.2619,0.7413,76341,1
0.7074,410.581,0.7326,66259,1
0.6669,564.4796,0.7628,111315,1
0.6154,544.9809,0.7437,88355,1
0.6386,496.1706,0.772,78846,1
0.6916,404.3572,0.7527,61426,1
0.6757,526.9714,0.7443,99590,1
0.6432,527.3789,0.7588,90380,1
0.6499,510.8797,0.7396,86589,1
0.6456,486.9103,0.7299,77612,1
0.6534,590.179,0.728,116794,1
0.7086,505.8694,0.7595,100906,1
0.7052,509.7703,0.6956,101495,1
0.6231,507.0266,0.7595,78395,1
0.6277,545.4812,0.7165,92084,1
0.7174,490.2503,0.7389,97164,1
0.6406,533.0082,0.7338,91553,1
0.6761,556.3199,0.7389,111105,1
0.6746,505.5068,0.7621,91338,1
0.6414,486.2807,0.6498,76413,1
0.6449,494.7682,0.5673,79958,1
0.6229,554.5346,0.7138,93715,1
0.6513,561.8828,0.6026,105193,1
0.6414,564.3474,0.653,102906,1
0.6499,479.584,0.6598,76288,1
0.635,534.1265,0.6669,90343,1
0.6125,592.065,0.7463,103283,1
0.6352,518.8345,0.7113,85316,1
0.6594,507.471,0.6358,87954,1
0.6024,539.6816,0.575,83005,1
0.602,567.604,0.6504,91686,1
0.6515,610.5165,0.5638,124268,1
0.6585,435.8723,0.5648,64712,1
0.6533,439.73,0.7651,64808,1
0.7231,480.4248,0.7352,94786,1
0.6906,406.3739,0.5856,61861,1
0.7093,410.5769,0.7393,66604,1
0.666,524.2809,0.7249,95759,1
0.6961,477.2599,0.7556,86673,1
0.6955,392.7143,0.7706,58589,1
0.6823,523.4122,0.741,100175,1
0.6162,542.5963,0.5834,87789,1
0.6655,431.0951,0.5681,64646,1
0.6637,514.2944,0.7235,91508,1
0.7058,452.8721,0.6762,80252,1
0.6218,586.1193,0.6251,104321,1
0.6096,509.0993,0.6017,75637,1
0.7107,390.4817,0.7304,60485,1
0.6574,531.3221,0.7296,95816,1
0.6768,513.2505,0.6926,94757,1
0.6702,492.793,0.6533,85670,1
0.6521,556.645,0.7218,103495,1
0.7119,452.9165,0.7279,81649,1
0.6599,465.7347,0.6012,74176,1
0.6872,539.751,0.6341,108066,1
0.6909,495.3032,0.7555,91968,1
0.6591,541.6143,0.7624,100094,1
0.6602,557.9613,0.5874,106564,1
0.7037,550.4503,0.6797,117831,1
0.668,512.5838,0.6155,92089,1
0.6181,602.1861,0.7678,108803,1
0.6095,522.0811,0.7428,79521,1
0.6815,517.6441,0.7472,97730,1
0.6939,440.608,0.7199,73423,1
0.6502,474.4372,0.7533,74740,1
0.7087,396.5692,0.7572,62038,1
0.7177,388.2206,0.7369,60974,1
0.6633,529.0016,0.6677,96704,1
0.7006,483.9404,0.6962,90285,1
0.7206,500.8992,0.6334,102314,1
0.6393,469.404,0.649,70729,1
0.6497,506.6272,0.5776,85084,1
0.6771,550.3895,0.6623,109090,1
0.6965,467.799,0.7485,83376,1
0.6149,576.5912,0.5147,98737,1
0.6457,632.2535,0.5472,130913,1
0.6393,549.5187,0.6241,96928,1
0.661,538.2646,0.7733,99431,1
0.6788,574.5991,0.6467,119467,1
0.5868,553.3815,0.4843,82808,1
0.6991,455.1494,0.6643,79511,1
0.6462,438.3785,0.5793,63032,1
0.6517,526.4966,0.7221,92462,1
0.6624,537.8218,0.7169,99673,1
0.6346,588.6804,0.5707,109606,1
0.7207,410.3945,0.7175,68712,1
0.7151,485.911,0.7252,94816,1
0.7166,514.5251,0.7401,106776,1
0.6641,467.766,0.7346,75794,1
0.6198,521.286,0.567,81999,1
0.6409,555.5475,0.6417,99569,1
0.6756,501.3463,0.6802,90106,1
0.6699,503.3502,0.7104,89290,1
0.5988,550.4167,0.7082,85309,1
0.6197,498.9904,0.7028,75097,1
0.5785,534.5789,0.7663,75111,1
0.6742,470.0002,0.7489,78859,1
0.6204,504.4162,0.7498,76925,1
0.6986,448.0012,0.7264,76929,1
0.6696,444.6642,0.713,69631,1
0.7066,440.3788,0.7666,76059,1
0.7386,426.3172,0.6376,77870,1
0.6896,461.976,0.7201,79706,1
0.6084,501.4912,0.735,73119,1
0.6598,457.3907,0.5777,71534,1
0.6665,443.4519,0.7993,68618,1
0.7026,441.6656,0.6244,75632,1
0.6308,532.862,0.6855,88740,1
0.6922,440.3018,0.7042,72953,1
0.6343,596.6997,0.5495,112500,1
0.7107,440.2583,0.6266,76884,1
0.652,551.2398,0.705,101439,1
0.6284,439.8699,0.5494,60017,1
0.6519,581.8831,0.7404,113009,1
0.6562,468.8578,0.6545,74353,1
0.6949,447.6035,0.7079,75988,1
0.6573,468.4928,0.5758,74487,1
0.6439,524.5894,0.5429,89611,1
0.8102,324.0113,0.728,54128,1
0.6836,456.8849,0.6054,76609,1
0.6105,486.9039,0.7132,69402,1
0.6264,591.1305,0.7285,107695,1
0.7326,484.1061,0.7216,98780,1
0.6233,570.9743,0.7098,99461,1
0.6083,502.8962,0.6303,73500,1
0.6893,465.5392,0.6013,80875,1
0.646,597.3815,0.6351,116981,1
0.6441,497.381,0.5815,80595,1
0.7044,510.5933,0.7098,101594,1
0.6397,508.171,0.5678,83000,1
0.7007,552.2882,0.6931,117620,1
0.6606,500.1728,0.6944,85753,1
0.6158,604.7619,0.5168,108918,1
0.6465,482.8894,0.5479,76540,1
0.6009,500.4918,0.7182,71027,1
0.6175,570.1317,0.5043,97349,1
0.6833,471.3155,0.6884,81456,1
0.652,507.4736,0.6853,85993,1
0.682,463.0009,0.6009,78312,1
0.7199,445.9011,0.6574,80935,1
0.6712,547.9812,0.608,106237,1
0.6705,422.1954,0.7552,62931,1
0.7376,510.4317,0.7329,111331,1
0.654,521.4462,0.7225,91349,1
0.6611,565.7508,0.7199,109878,1
0.6626,555.5923,0.7563,106453,1
0.6409,623.0155,0.7464,125214,1
0.6476,511.3968,0.7673,86142,1
0.5981,542.1107,0.5899,82577,1
0.699,469.7542,0.7507,84684,1
0.6291,517.9383,0.6983,83391,1
0.7032,478.8952,0.6136,89066,1
0.664,486.6008,0.7453,82001,1
0.7043,453.9591,0.6955,80286,1
0.6364,584.4799,0.6113,108654,1
0.6623,514.3802,0.7279,91148,1
0.6861,424.5284,0.6208,66634,1
0.6309,561.5072,0.5299,98568,1
0.6534,473.3268,0.5647,75129,1
0.6165,607.8398,0.6267,110306,1
0.6662,441.2244,0.7301,67859,1
0.6278,539.6806,0.7317,90147,1
0.6031,622.8818,0.6615,110838,1
0.641,471.3406,0.6013,71697,1
0.693,402.5578,0.6798,61121,1
0.6158,524.5474,0.6714,81944,1
0.7219,481.6861,0.6499,94973,1
0.6532,570.2571,0.5514,108961,1
0.6532,538.7345,0.5727,97251,1
0.6889,418.4534,0.6369,65272,1
0.6639,524.0433,0.7339,95060,1
0.6884,387.8392,0.7421,55993,1
0.6904,500.6121,0.6154,93812,1
0.669,464.6562,0.7283,75892,1
0.6158,554.9069,0.6373,91716,1
0.6642,514.8821,0.6525,91868,1
0.5805,594.4187,0.8296,93499,1
0.7478,513.1843,0.6812,115667,1
0.656,554.4242,0.5734,103882,1
0.7049,532.7753,0.6934,110771,1
0.6401,584.8026,0.6606,110059,1
0.6302,510.4193,0.7145,81263,1
0.6092,456.6684,0.7144,60793,1
0.6293,529.3832,0.5352,87173,1
0.567,562.2312,0.7719,79829,1
0.64,487.5779,0.5476,76479,1
0.6084,508.7917,0.7205,75248,1
0.6323,513.7139,0.7722,82860,1
0.5996,616.0277,0.7664,107171,1
0.6175,511.837,0.5852,78451,1
0.7018,530.9592,0.7412,109065,1
0.6385,553.2845,0.6855,98009,1
0.6547,523.3963,0.7293,92210,1
0.6608,500.2606,0.7625,85817,1
0.6371,577.2489,0.7379,106232,1
0.6103,585.7404,0.761,100367,1
0.6524,444.7327,0.7649,66110,1
0.6161,548.4048,0.7258,89659,1
0.6591,573.4392,0.732,112187,1
0.684,484.4632,0.7186,86237,1
0.643,625.3347,0.6485,126963,1
0.6874,459.7178,0.7532,78435,1
0.6138,515.0577,0.7561,78509,1
0.6257,547.341,0.7371,92121,1
0.6999,447.3262,0.7281,76996,1
0.6439,486.4784,0.5715,77070,1
0.638,549.6392,0.7379,96569,1
0.719,443.2941,0.7227,79791,1
0.6542,431.4295,0.7593,62573,1
0.6207,616.5789,0.7078,115050,1
0.6933,540.7389,0.7087,110389,1
0.7369,467.0218,0.7055,93023,1
0.6385,545.1407,0.7412,95153,1
0.6431,490.5065,0.5775,78155,1
0.6663,511.1503,0.7589,91103,1
0.641,470.8907,0.6749,71563,1
0.6904,528.9044,0.7559,104737,1
0.5687,507.2473,0.5411,65353,1
0.6963,451.9581,0.6546,77793,1
0.6652,495.0486,0.7037,85170,1
0.636,560.3377,0.7787,99759,1
0.7133,461.0415,0.7437,84942,1
0.6852,498.2845,0.709,91551,1
0.6926,472.5015,0.693,84112,1
0.6416,515.8088,0.7661,86012,1
0.6527,505.5947,0.5758,85518,1
0.6942,452.0297,0.6662,77348,1
0.6616,461.2935,0.7193,73152,1
0.7127,497.7784,0.6412,98841,1
0.6472,534.9315,0.7031,94129,1
0.6963,488.2466,0.7532,90785,1
0.6988,475.6594,0.7379,86784,1
0.5944,576.5156,0.7622,92231,1
0.6352,469.4984,0.6488,69842,1
0.6608,532.3388,0.6797,97198,1
0.6369,521.0012,0.7756,86473,1
0.6157,502.0237,0.6027,75034,1
0.7245,399.9251,0.6776,65939,1
0.7288,441.4321,0.7511,81297,1
0.5918,632.108,0.7529,109914,1
0.6626,476.6276,0.668,78323,1
0.6228,504.8659,0.6936,77642,1
0.6432,574.5287,0.5608,107268,1
0.7066,518.0744,0.672,105261,1
0.6325,548.8803,0.7382,94660,1
0.667,503.7622,0.7137,88674,1
0.6089,531.1216,0.7439,82134,1
0.6405,476.0103,0.7774,73016,1
0.6683,533.6947,0.7708,99902,1
0.6989,460.995,0.6218,81539,1
0.7366,475.1594,0.6683,96210,1
0.6602,532.1005,0.7349,96928,1
0.682,425.7989,0.6324,66226,1
0.6358,525.0428,0.6498,87520,1
0.6028,518.7861,0.7448,76810,1
0.7445,505.2116,0.6893,111119,1
0.6138,553.8155,0.5536,90760,1
0.6632,461.641,0.5834,73608,1
0.6147,536.4235,0.7543,85388,1
0.6994,431.9933,0.7149,71702,1
0.6802,439.3814,0.5952,70157,1
0.6903,529.8369,0.6049,105074,1
0.7001,438.1739,0.644,73914,1
0.6674,482.2321,0.5726,81348,1
0.6954,418.8983,0.6263,66639,1
0.6657,443.5812,0.6133,68482,1
0.6589,492.4993,0.6853,82717,1
0.6613,402.1519,0.6813,55552,1
0.709,431.8798,0.7106,73644,1
0.6664,512.1994,0.5762,91503,1
0.6709,599.4888,0.6363,127033,1
0.6784,518.7468,0.7327,97268,1
0.6368,487.1948,0.7294,75587,1
0.6778,498.7569,0.7109,89747,1
0.6068,578.0798,0.5,96641,1
0.6941,468.6551,0.6863,83117,1
0.6409,485.2478,0.7557,75964,1
0.6153,477.0462,0.7555,67668,1
0.6956,521.4694,0.7457,103343,1
0.6434,603.1666,0.7578,118283,1
0.7034,465.3901,0.6948,84162,1
0.7299,443.5906,0.7438,82338,1
0.6071,567.7221,0.6734,93313,1
0.6441,451.8002,0.6427,66513,1
0.6828,400.6855,0.6104,58795,1
0.6811,497.9628,0.7656,90342,1
0.5921,552.5271,0.7553,84061,1
0.6187,608.6775,0.7477,111384,1
0.6593,547.7943,0.658,102444,1
0.6311,580.7658,0.5651,105517,1
0.6667,586.039,0.7293,119880,1
0.6228,426.3327,0.5626,55373,1
0.6772,437.4935,0.6456,68938,1
0.6301,454.5795,0.625,64436,1
0.6688,411.8432,0.7478,59588,1
0.6292,543.0693,0.7074,91713,1
0.646,485.9798,0.7069,77414,1
0.6838,409.5794,0.7683,61600,1
0.6348,414.4496,0.5557,54359,1
0.6591,379.6055,0.6304,49171,1
0.6594,455.6401,0.615,70907,1
0.6375,484.0649,0.7534,74785,1
0.6792,456.6652,0.7174,75565,1
0.6623,481.827,0.739,79991,1
0.6091,491.476,0.6162,70394,1
0.663,390.5665,0.5732,52657,1
0.6161,479.28,0.5645,68486,1
0.6359,436.8538,0.7678,60608,1
0.6377,499.5734,0.7267,79701,1
0.6883,392.6565,0.5895,57363,1
0.6695,374.1436,0.6458,49273,1
0.6208,504.6827,0.5449,77089,1
0.6142,481.5484,0.7106,68697,1
0.688,359.103,0.7378,47939,1
0.6514,389.9551,0.7727,50670,1
0.5868,492.8912,0.468,65691,1
0.6669,381.4619,0.6649,50822,1
0.6552,395.3346,0.6541,52696,1
0.6386,439.7728,0.6025,61949,1
0.6459,462.9517,0.7334,70215,1
0.6149,437.6153,0.5199,56867,1
0.7122,393.7756,0.7534,61772,1
0.6431,403.8672,0.5427,52975,1
0.6528,498.3869,0.611,83124,1
0.6198,445.4268,0.754,59862,1
0.6457,441.6352,0.556,63870,1
0.7093,396.1922,0.6688,62025,1
0.5704,464.2759,0.6255,55082,1
0.6554,539.5062,0.6873,98208,1
0.6975,437.041,0.6372,72988,1
0.6927,467.5712,0.7259,82396,1
0.6327,444.9763,0.5958,62253,1
0.6911,502.7805,0.7363,94813,1
0.6456,446.9055,0.6307,65376,1
0.7207,466.818,0.67,88896,1
0.6418,428.2693,0.6366,59332,1
0.6398,461.5006,0.7156,68464,1
0.6604,440.6593,0.6136,66512,1
0.6681,439.777,0.739,67803,1
0.6512,516.8949,0.7631,88995,1
0.7407,471.4701,0.6596,95776,1
0.6632,511.9918,0.7297,90540,1
0.5828,505.1026,0.7551,68063,1
0.7032,517.2786,0.7017,103910,1
0.6309,482.6433,0.574,72823,1
0.6441,472.079,0.7005,72604,1
0.6405,640.1907,0.5606,132035,1
0.6728,428.1762,0.5706,65186,1
0.6253,510.0415,0.5671,79880,1
0.6681,517.4738,0.7426,93884,1
0.6588,498.9604,0.6884,84853,1
0.6359,529.4475,0.6661,89020,1
0.6934,502.922,0.6774,95520,1
0.7044,481.5141,0.7093,90363,1
0.661,538.7757,0.564,99598,1
0.7093,425.3803,0.5867,71501,1
0.6495,477.0655,0.5823,75409,1
0.6606,433.7143,0.7422,64470,1
0.7246,432.7612,0.7091,77229,1
0.648,503.2489,0.7124,83532,1
0.6756,500.1757,0.6151,89694,1
0.6726,469.519,0.5744,78337,1
0.6514,468.1412,0.5559,73030,1
0.626,526.4823,0.6733,85317,1
0.689,473.6092,0.6252,83624,1
0.67,535.9902,0.7441,101280,1
0.6012,603.972,0.5145,103569,1
0.6507,484.0156,0.736,77907,1
0.6579,523.4887,0.6126,93169,1
0.6906,487.287,0.5532,88939,1
0.7382,453.9912,0.7232,88217,1
0.5989,526.5944,0.5299,78111,1
0.6023,648.9984,0.5495,120014,1
0.671,505.0861,0.6135,90219,1
0.6351,551.395,0.5223,96325,1
0.689,442.307,0.7237,72949,1
0.6363,551.9162,0.7317,96861,1
0.6599,563.2914,0.5685,108532,1
0.6301,507.3202,0.5333,80264,1
0.7049,442.3018,0.7474,76343,1
0.7291,488.9841,0.7353,99838,1
0.6482,465.5092,0.7474,71508,1
0.6689,425.4593,0.7415,63619,1
0.6512,537.4838,0.7693,96203,1
0.6255,528.0725,0.5137,85686,1
0.6165,589.2495,0.73,103635,1
0.6043,600.1867,0.6208,103314,1
0.664,480.0127,0.7564,79775,1
0.7119,417.3041,0.7499,69320,1
0.6613,485.1506,0.7678,80847,1
0.5972,522.8475,0.7349,76580,1
0.6787,471.066,0.6917,80285,1
0.7116,501.4018,0.7306,99985,1
0.6421,471.2533,0.7586,71920,1
0.6768,427.8378,0.5812,65860,1
0.646,408.2215,0.5563,54627,1
0.6559,505.4461,0.7605,86319,1
0.6427,492.3262,0.541,78642,1
0.5976,529.8497,0.7384,78756,1
0.6586,449.0235,0.7316,68679,1
0.6442,475.6889,0.7054,73759,1
0.674,482.6408,0.6121,83111,1
0.6689,497.3618,0.5985,86915,1
0.6032,583.4231,0.5028,97269,1
0.6345,499.0766,0.5299,78746,1
0.6897,454.2443,0.6784,77078,1
0.6445,528.1585,0.596,91005,1
0.6729,493.8327,0.5793,86724,1
0.7001,472.8842,0.7141,86075,1
0.7922,425.7468,0.7264,89350,1
0.6715,468.5424,0.737,77737,1
0.607,510.5464,0.756,75421,1
0.6851,388.8176,0.5919,55723,1
0.6591,529.7211,0.7282,95735,1
0.6371,542.461,0.6396,93799,1
0.6681,459.8106,0.6102,74118,1
0.6919,423.2074,0.7501,67347,1
0.673,494.134,0.7506,86862,1
0.7121,450.3512,0.6403,80785,1
0.642,526.0294,0.6201,89574,1
0.6748,546.451,0.6527,106782,1
0.6526,548.862,0.5622,100766,1
0.6317,505.6816,0.5845,80145,1
0.6455,473.0905,0.5394,73251,1
0.7077,521.1329,0.6228,106829,1
0.6674,534.7156,0.7503,100038,1
0.581,521.7069,0.6409,72159,1
0.6338,497.2423,0.5182,78000,1
0.6548,545.71,0.6819,100296,1
0.6745,497.4106,0.7275,88396,1
0.6416,495.1221,0.6357,79251,1
0.586,548.9811,0.774,81290,1
0.6689,441.167,0.6141,68397,1
0.6715,437.1626,0.6993,67677,1
0.6605,491.6711,0.6472,82826,1
0.6595,419.6749,0.7678,60160,1
0.6957,484.3529,0.6026,89179,1
0.6763,471.0184,0.778,79688,1
0.6708,495.0332,0.7553,86604,1
0.7262,416.6652,0.7474,71912,1
0.6444,451.8941,0.7522,66596,1
0.6727,457.2672,0.6428,74309,1
0.6273,540.4486,0.6996,90267,1
0.5932,590.3167,0.7637,96304,1
0.7442,424.9388,0.7356,78540,1
0.6397,445.5165,0.7386,63802,1
0.6468,493.7861,0.5677,80113,1
0.6681,471.2584,0.7449,77867,1
0.773,390.181,0.7568,71449,1
0.6806,465.7586,0.7237,78911,1
0.6945,416.8328,0.71,65814,1
0.686,376.8871,0.6335,52493,1
0.6468,442.1465,0.6046,64237,1
0.6718,468.995,0.6795,77965,1
0.6467,470.4345,0.7662,72694,1
0.6151,487.097,0.5361,70510,1
0.6874,468.6029,0.7538,81487,1
0.6583,457.8752,0.6651,71347,1
0.5698,522.2597,0.6917,69545,1
0.6633,487.5829,0.7206,82145,1
0.6603,476.735,0.6058,77829,1
0.7044,459.4482,0.7321,82272,1
0.6627,493.6058,0.59,84041,1
0.7073,473.4731,0.6462,88080,1
0.6085,498.986,0.683,72399,1
0.7321,424.9572,0.7776,76018,1
0.6803,472.8079,0.6503,81267,1
0.7357,399.8253,0.6562,67962,1
0.6139,547.2919,0.5648,88664,1
0.7141,387.2495,0.7147,60061,1
0.6712,506.7023,0.7535,90843,1
0.6782,486.2366,0.5808,85408,1
0.6554,541.0447,0.5824,98745,1
0.6498,463.9353,0.5509,71383,1
0.715,432.5863,0.7541,75133,1
0.6683,467.7719,0.7238,76751,1
0.6578,511.5318,0.6439,88927,1
0.7198,450.3471,0.6348,82527,1
0.7271,482.4249,0.7583,96644,1
0.6913,390.9684,0.743,57366,1
0.7278,373.5688,0.745,58055,1
0.6466,583.4282,0.7328,111788,1
0.7532,411.8512,0.7502,75574,1
0.7149,580.8759,0.6928,135455,1
0.6313,600.6007,0.734,112914,1
0.6568,565.6282,0.5901,108392,1
0.6013,515.5444,0.5924,75486,1
0.6667,404.4373,0.6846,57109,1
0.6724,558.8948,0.741,110913,1
0.6361,545.3045,0.6177,94496,1
0.6546,495.6879,0.5864,82684,1
0.606,482.6876,0.4977,67208,1
0.7057,419.4277,0.7426,68806,1
0.674,517.0826,0.6041,95385,1
0.6903,376.0123,0.6397,52913,1
0.6438,479.1548,0.5504,74733,1
0.6628,438.9866,0.7559,66485,1
0.6079,497.1878,0.6544,71746,1
0.631,441.7311,0.7457,61022,1
0.6288,531.1878,0.569,87631,1
0.6718,448.9109,0.6178,71437,1
0.6212,572.9679,0.7615,99484,1
0.7509,493.671,0.6985,107935,1
0.6961,427.1577,0.6668,69442,1
0.7223,384.2331,0.6585,60501,1
0.6471,471.2562,0.5682,73046,1
0.6738,471.6215,0.5928,79311,1
0.6777,500.1103,0.7219,90209,1
0.6196,491.2674,0.5728,72779,1
0.6653,446.5278,0.7394,69307,1
0.6804,469.6439,0.6866,80188,1
0.6653,475.5418,0.5588,78618,1
0.6449,508.0743,0.5423,84332,1
0.6829,482.7527,0.688,85367,1
0.6107,508.1467,0.6694,75637,1
0.72,367.1459,0.7516,54889,1
0.6127,535.9444,0.7603,84695,1
0.7943,355.2221,0.6475,62519,1
0.7039,424.0555,0.7081,69969,1
0.6522,573.8784,0.5792,110036,1
0.6377,551.1399,0.7314,97019,1
0.6192,621.2633,0.7459,116243,1
0.6778,465.4065,0.7276,78149,1
0.7657,426.6511,0.7688,83828,1
0.6673,482.7031,0.7373,81483,1
0.6972,444.7061,0.7247,75499,1
0.6093,568.2989,0.764,94166,1
0.611,581.9158,0.6584,99273,1
0.681,524.998,0.7399,100403,1
0.6034,545.3389,0.5802,85054,1
0.6104,551.1114,0.5956,88882,1
0.6737,522.3452,0.5905,97268,1
0.6631,479.8009,0.7538,79492,1
0.6464,492.1048,0.7249,79459,1
0.7169,427.8587,0.6395,73884,1
0.6691,498.5954,0.731,87407,1
0.6953,460.8584,0.6596,80651,1
0.63,661.9113,0.5313,136574,1
0.6696,480.8185,0.6746,81422,1
0.6533,458.5958,0.7245,70499,1
0.706,437.3105,0.7247,74859,1
0.6815,445.9191,0.6387,72537,1
0.7072,378.5936,0.6846,56296,1
0.649,553.3534,0.5442,101280,1
0.7219,410.3709,0.5871,68921,1
0.6403,569.722,0.5804,104523,1
0.6782,468.3198,0.6729,79239,1
0.6451,470.2507,0.7245,72278,1
0.617,606.7535,0.6465,110058,1
0.6477,418.9703,0.6186,57840,1
0.6879,511.921,0.6138,97398,1
0.6525,513.8647,0.6897,88290,1
0.684,502.4089,0.6037,92761,1
0.5608,605.5829,0.4695,90597,1
0.6551,444.676,0.6805,66646,1
0.6353,482.3872,0.7688,73763,1
0.6463,508.7883,0.5482,84930,1
0.6781,407.093,0.7447,59856,1
0.6508,451.0275,0.732,67675,1
0.6556,505.2295,0.6453,86180,1
0.6851,500.153,0.6174,92226,1
0.6434,533.8832,0.757,92679,1
0.6945,383.984,0.7272,55848,1
0.7504,499.3648,0.7309,110296,1
0.7028,374.8733,0.7651,54519,1
0.6754,487.6304,0.743,85203,1
0.6213,534.4844,0.755,86598,1
0.6126,564.2072,0.5851,93827,1
0.6278,549.0873,0.7556,93330,1
0.7156,475.7287,0.7586,91020,1
0.6156,525.4994,0.7623,82200,1
0.6673,495.8356,0.7718,85988,1
0.6691,472.7074,0.6593,78565,1
0.6205,532.9415,0.7696,85893,1
0.7077,434.4474,0.7379,74249,1
0.6768,519.9828,0.745,97267,1
0.6289,517.5243,0.7399,83194,1
0.7415,407.5559,0.7385,71719,1
0.6954,535.6968,0.726,109005,1
0.6269,612.3201,0.6971,115744,1
0.6006,620.0968,0.7406,108954,1
0.6013,541.2917,0.7515,83192,1
0.6491,516.8186,0.7137,88385,1
0.7094,461.9137,0.679,84329,1
0.6574,504.1621,0.7287,86279,1
0.7217,429.9836,0.5793,75634,1
0.6352,529.5777,0.6354,88874,1
0.7227,435.5175,0.6352,77802,1
0.7264,473.0509,0.6655,92741,1
0.5794,559.186,0.4822,82455,1
0.6968,405.5403,0.6033,62717,1
0.6654,433.845,0.5797,65453,1
0.6349,506.2746,0.7536,81158,1
0.6404,434.3616,0.5717,60780,1
0.6352,539.7985,0.5455,92335,1
0.6652,534.1621,0.6314,99165,1
0.6335,501.3075,0.5486,79222,1
0.6877,507.0525,0.7463,95502,1
0.706,518.4524,0.6571,105232,1
0.6482,454.3408,0.7174,68120,1
0.6339,559.2086,0.6782,98701,1
0.62,498.474,0.6628,75019,1
0.6604,491.6745,0.7362,82804,1
0.727,424.157,0.6945,74674,1
0.6404,548.9082,0.5465,97037,1
0.671,437.4783,0.5709,67675,1
0.6432,530.1989,0.5783,91350,1
0.6994,416.4739,0.671,66642,1
0.7172,495.6917,0.6966,99270,1
0.6326,480.2578,0.6522,72484,1
0.6535,562.2168,0.5597,106032,1
0.6534,452.9371,0.674,68785,1
0.7087,383.122,0.7792,57894,1
0.6749,412.4361,0.6192,60862,1
0.6635,476.6729,0.5888,78570,1
0.6291,529.3358,0.7429,87082,1
0.6514,473.1751,0.5713,74626,1
0.6442,492.7192,0.5452,79128,1
0.7341,410.8773,0.6622,71463,1
